cimento,escoria,cinzas,agua,super_plastificante,agg_graudo,agg_miudo,idade,fck
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28,23.69
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.25
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28,30.12
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.42
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28,15.52
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28,31.42
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,43.57
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28,33.72
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.99
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.92
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,39.0
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.54
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,52.82
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.64
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28,33.69
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.87
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.9
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.22
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,25.18
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28,28.94
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28,13.2
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.78
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28,33.8
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.18
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.35
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.31
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07
